0,Content,对华情感预测,私人情感预测
" 经济,china import,Jordan ,t,en,Funny when you import Panda from china. ", 经济china importjordan tenfunny when you import panda from china ,1,1
" 经济,china import,Tom Schwartz,t,en,lol we import a hell of a lot more than “slop” from China, it ain’t gonna be pretty", 经济china importtom schwartztenlol we import a hell of a lot more than slop from china it aint gonna be pretty,2,2
" 经济,china import,Bill Bischoff,f,en,Oh, right, I forgot we can only import stuff from China.", 经济china importbill bischofffenoh right i forgot we can only import stuff from china,2,1
" 经济,made in china,Molten Irony,f,en,Tesla cars and components are almost entirely “Made in China”", 经济made in chinamolten ironyfentesla cars and components are almost entirely made in china,1,0
" 经济,china import,Patrick Mulder,f,en,China import rates 60% now pls", 经济china importpatrick mulderfenchina import rates  now pls,2,2
" 经济,made in china,Adekemi,f,en,In this generation almost all promises are made in china ", 经济made in chinaadekemifenin this generation almost all promises are made in china ,1,1
" 经济,made in china,John Lindgren,t,en,Trump’s products are Made in China. I hate these people.", 经济made in chinajohn lindgrententrumps products are made in china i hate these people,1,0
" 经济,made in china,mike “hog” jackson,f,en,Yea I eat my Thanksgiving on China (probably made in Japan). Stay away from me with that paper plate bull shit. Hog", 经济made in chinamike hog jacksonfenyea i eat my thanksgiving on china probably made in japan stay away from me with that paper plate bull shit hog,2,2
" 经济,made in china,Shallon Freeman,f,en,When i meet the production shows “made in china/PRC”,i will be very careful for finding another replacement. That’s my attitude,especially for food.", 经济made in chinashallon freemanfenwhen i meet the production shows made in chinaprci will be very careful for finding another replacement thats my attitudeespecially for food,2,0
" 经济,made in china, Mara Lee  HeavenLeeMade, Llc,f,en,What the Hell is going on in China? China fakes everything part 17 https://youtube.com/shorts/aR5dsVGnaNQ?si=66jIhFQiZ84CIVZW… via @YouTube", 经济made in china mara lee  heavenleemade llcfenwhat the hell is going on in china china fakes everything part  httpsyoutubecomshortsardsvgnanqsijihfqizcivzw via youtube,0,0
" 经济,made in china,Jan Leeming,t,en,Came with lights and plugs in. But as usual ‘made in China’ - so how long lights will last is anyone’s guess", 经济made in chinajan leemingtencame with lights and plugs in but as usual made in china  so how long lights will last is anyones guess,1,0
" 经济,made in china,Adi,f,en,From Made in Japan to Made in China - China is the undisputed leader in global passenger car production overtaking Japan.", 经济made in chinaadifenfrom made in japan to made in china  china is the undisputed leader in global passenger car production overtaking japan,0,2
" 经济,made in china,Sulaiman Ahmed,t,en,“Today nearly everything is made in China - except for courage, it’s made in Palestine.” - Anthony Bourdain", 经济made in chinasulaiman ahmedtentoday nearly everything is made in china  except for courage its made in palestine  anthony bourdain,0,0
" 经济,made in china,Mister Jiki ,t,en,If the Chinese military didn't have 100% of their equipment made (poorly) in China they could have EASILY invaded us over the past 4 years.  Get rid of this stupid shit.", 经济made in chinamister jiki tenif the chinese military didnt have  of their equipment made poorly in china they could have easily invaded us over the past  years  get rid of this stupid shit,2,0
" 经济,made in china,Sgt Show,t,en,I need to correct my wrong impression on a """"made in China"""" product. I don't know why I always think it's inferior.", 经济made in chinasgt showteni need to correct my wrong impression on a made in china product i dont know why i always think its inferior,0,0
" 经济,made in china,Yal يَلْ,t,en,Right!!! Anything made in China is cheap quality lol ", 经济made in chinayal يلtenright anything made in china is cheap quality lol ,1,0
" 经济,made in china,AC,t,en,Is it actually made in America? Or with China slave labor?", 经济made in chinaactenis it actually made in america or with china slave labor,1,1
" 经济,made in china,Jesse Colt,t,en,Boycott China made products. Communist China is the enemy of all free nations in the world.", 经济made in chinajesse colttenboycott china made products communist china is the enemy of all free nations in the world,1,1
" 经济,made in china,Uncommon Sense,t,en,This Black Friday, don’t buy cheap plastic stuff made in China, when you can figure out who is actually destroying the country! Catch this podcast. ", 经济made in chinauncommon sensetenthis black friday dont buy cheap plastic stuff made in china when you can figure out who is actually destroying the country catch this podcast ,0,0
" 经济,made in china, Rula Linska ,t,en,I can hardly wait to see the tags MADE IN AMERICA!  I'm so sick of buying shit from Mexico and china...", 经济made in china rula linska teni can hardly wait to see the tags made in america  im so sick of buying shit from mexico and china,2,0
" 经济,made in china,Della Wayn,f,en,People who don't understand will buy shoes, bibles, Teslas, and all of the bs that these two can have made in China, fool.", 经济made in chinadella waynfenpeople who dont understand will buy shoes bibles teslas and all of the bs that these two can have made in china fool,0,1
" 经济,made in china,local maximum,f,en,funniest thing about china gitting gud at manufacturing is that over the last few years ive become slightly negatively polarized against stuff made in america", 经济made in chinalocal maximumfenfunniest thing about china gitting gud at manufacturing is that over the last few years ive become slightly negatively polarized against stuff made in america,0,0
" 经济,made in china,WakeUp,t,en,This shit is made in #china", 经济made in chinawakeuptenthis shit is made in china,0,2
" 经济,made in china,WARBRYNGER71,t,en,WTF,don't buy made in China", 经济made in chinawarbryngertenwtfdont buy made in china,0,0
" 经济,made in china,TruthbetoldUC,t,en,China is the enemy! We need to stop buying Chinese Goods. Start buying only made in America Products. I don't know about you but I can do without junk made in China.", 经济made in chinatruthbetolductenchina is the enemy we need to stop buying chinese goods start buying only made in america products i dont know about you but i can do without junk made in china,2,2
" 经济,made in china,Dak Prescott ,f,en,You ever look at your dick and it says """"Made in China""""", 经济made in chinadak prescott fenyou ever look at your dick and it says made in china,2,0
" 经济,made in china,Darcy Akers,t,en,Stop buying things made in China. It is easier than you think.", 经济made in chinadarcy akerstenstop buying things made in china it is easier than you think,2,1
" 经济,made in china,Leslie Partridge,t,en,Send a few to Trump. All of his sh*t is made in China, even his blasphemy effing bibles. what a horror show.", 经济made in chinaleslie partridgetensend a few to trump all of his sht is made in china even his blasphemy effing bibles what a horror show,1,1
" 经济,made in china,Joan,t,en,Rich American manufacturers took you jobs to China because they could exploit the Chinese workers and pollut our environment! There is no MADE IN AMERICA", 经济made in chinajoantenrich american manufacturers took you jobs to china because they could exploit the chinese workers and pollut our environment there is no made in america,2,2
